,description,category
"('fam_history_q5f_drugs___3', 'baseline_year_1_arm_1')_1.0",maternal grandmother Abuela materna (Arrests/DUI Arrestos/DUI),Medical History
"('fam_history_q5f_drugs___7', 'baseline_year_1_arm_1')_0.0",maternal grandmother Abuela materna (Health Salud),Medical History
"('fam_history_q5f_drugs___7', 'baseline_year_1_arm_1')_1.0",maternal grandmother Abuela materna (Health Salud),Medical History
"('fam_history_q5f_drugs___4', 'baseline_year_1_arm_1')_0.0",maternal grandmother Abuela materna (Drug treatment program Programas por el uso de drogas),Medical History
"('fam_history_q5f_drugs___4', 'baseline_year_1_arm_1')_1.0",maternal grandmother Abuela materna (Drug treatment program Programas por el uso de drogas),Medical History
"('fam_history_q5f_drugs___6', 'baseline_year_1_arm_1')_0.0","maternal grandmother Abuela materna (Isolated self,  arguments,  was high a lot Se aÃ­slo de la familia,  Discusiones,  drogado/a con frecuencia)",Medical History
"('fam_history_q5f_drugs___6', 'baseline_year_1_arm_1')_1.0","maternal grandmother Abuela materna (Isolated self,  arguments,  was high a lot Se aÃ­slo de la familia,  Discusiones,  drogado/a con frecuencia)",Medical History
"('fam_history_q5f_drugs___999', 'baseline_year_1_arm_1')_0.0",maternal grandmother Abuela materna (Don't know No sÃ©),Medical History
"('fam_history_q5f_drugs___999', 'baseline_year_1_arm_1')_1.0",maternal grandmother Abuela materna (Don't know No sÃ©),Medical History
"('q5g_pat_uncle1_drugs___0', 'baseline_year_1_arm_1')_0.0",paternal uncle TÃ­o paterno  (1) (No Problems Sin Problemas),Medical History
"('q5g_pat_uncle1_drugs___0', 'baseline_year_1_arm_1')_1.0",paternal uncle TÃ­o paterno  (1) (No Problems Sin Problemas),Medical History
"('q5g_pat_uncle1_drugs___1', 'baseline_year_1_arm_1')_0.0",paternal uncle TÃ­o paterno  (1) (Marital Matrimonial),Medical History
"('q5g_pat_uncle1_drugs___1', 'baseline_year_1_arm_1')_1.0",paternal uncle TÃ­o paterno  (1) (Marital Matrimonial),Medical History
"('q5g_pat_uncle1_drugs___2', 'baseline_year_1_arm_1')_0.0",paternal uncle TÃ­o paterno  (1) (Work Laboral),Medical History
"('q5g_pat_uncle1_drugs___2', 'baseline_year_1_arm_1')_1.0",paternal uncle TÃ­o paterno  (1) (Work Laboral),Medical History
"('q5g_pat_uncle1_drugs___3', 'baseline_year_1_arm_1')_0.0",paternal uncle TÃ­o paterno  (1) (Arrests/DUI Arrestos/DUI),Medical History
"('q5g_pat_uncle1_drugs___3', 'baseline_year_1_arm_1')_1.0",paternal uncle TÃ­o paterno  (1) (Arrests/DUI Arrestos/DUI),Medical History
"('q5g_pat_uncle1_drugs___7', 'baseline_year_1_arm_1')_0.0",paternal uncle TÃ­o paterno  (1) (Health Salud),Medical History
"('q5g_pat_uncle1_drugs___7', 'baseline_year_1_arm_1')_1.0",paternal uncle TÃ­o paterno  (1) (Health Salud),Medical History
"('q5g_pat_uncle1_drugs___4', 'baseline_year_1_arm_1')_0.0",paternal uncle TÃ­o paterno  (1) (Drug treatment program Programas por el uso de drogas),Medical History
"('q5g_pat_uncle1_drugs___4', 'baseline_year_1_arm_1')_1.0",paternal uncle TÃ­o paterno  (1) (Drug treatment program Programas por el uso de drogas),Medical History
"('q5g_pat_uncle1_drugs___6', 'baseline_year_1_arm_1')_0.0","paternal uncle TÃ­o paterno  (1) (Isolated self,  arguments,  was high a lot Se aÃ­slo de la familia,  Discusiones,  drogado/a con frecuencia)",Medical History
"('q5g_pat_uncle1_drugs___6', 'baseline_year_1_arm_1')_1.0","paternal uncle TÃ­o paterno  (1) (Isolated self,  arguments,  was high a lot Se aÃ­slo de la familia,  Discusiones,  drogado/a con frecuencia)",Medical History
"('q5g_pat_uncle1_drugs___999', 'baseline_year_1_arm_1')_0.0",paternal uncle TÃ­o paterno  (1) (Don't know No sÃ©),Medical History
"('q5g_pat_uncle1_drugs___999', 'baseline_year_1_arm_1')_1.0",paternal uncle TÃ­o paterno  (1) (Don't know No sÃ©),Medical History
"('q5g_pat_uncle2_drugs___0', 'baseline_year_1_arm_1')_0.0",paternal uncle TÃ­o paterno  (2) (No Problems Sin Problemas),Medical History
"('q5g_pat_uncle2_drugs___0', 'baseline_year_1_arm_1')_1.0",paternal uncle TÃ­o paterno  (2) (No Problems Sin Problemas),Medical History
"('q5g_pat_uncle3_drugs___0', 'baseline_year_1_arm_1')_0.0",paternal uncle TÃ­o paterno  (3) (No Problems Sin Problemas),Medical History
"('q5g_pat_uncle3_drugs___0', 'baseline_year_1_arm_1')_1.0",paternal uncle TÃ­o paterno  (3) (No Problems Sin Problemas),Medical History
"('q5g_pat_uncle4_drugs___0', 'baseline_year_1_arm_1')_0.0",paternal uncle TÃ­o paterno  (4) (No Problems Sin Problemas),Medical History
"('q5g_pat_uncle4_drugs___0', 'baseline_year_1_arm_1')_1.0",paternal uncle TÃ­o paterno  (4) (No Problems Sin Problemas),Medical History
"('q5h_pat_aunt1_drugs___0', 'baseline_year_1_arm_1')_0.0",paternal aunt TÃ­a paterna  (1) (No Problems Sin Problemas),Medical History
"('q5h_pat_aunt1_drugs___0', 'baseline_year_1_arm_1')_1.0",paternal aunt TÃ­a paterna  (1) (No Problems Sin Problemas),Medical History
"('q5h_pat_aunt1_drugs___6', 'baseline_year_1_arm_1')_0.0","paternal aunt TÃ­a paterna  (1) (Isolated self,  arguments,  was high a lot Se aÃ­slo de la familia,  Discusiones,  drogado/a con frecuencia)",Medical History
"('q5h_pat_aunt1_drugs___6', 'baseline_year_1_arm_1')_1.0","paternal aunt TÃ­a paterna  (1) (Isolated self,  arguments,  was high a lot Se aÃ­slo de la familia,  Discusiones,  drogado/a con frecuencia)",Medical History
"('q5h_pat_aunt2_drugs___0', 'baseline_year_1_arm_1')_0.0",paternal aunt TÃ­a paterna  (2) (No Problems Sin Problemas),Medical History
"('q5h_pat_aunt2_drugs___0', 'baseline_year_1_arm_1')_1.0",paternal aunt TÃ­a paterna  (2) (No Problems Sin Problemas),Medical History
"('q5h_pat_aunt3_drugs___0', 'baseline_year_1_arm_1')_0.0",paternal aunt TÃ­a paterna  (3) (No Problems Sin Problemas),Medical History
"('q5h_pat_aunt3_drugs___0', 'baseline_year_1_arm_1')_1.0",paternal aunt TÃ­a paterna  (3) (No Problems Sin Problemas),Medical History
"('q5h_pat_aunt4_drugs___0', 'baseline_year_1_arm_1')_0.0",paternal aunt TÃ­a paterna  (4) (No Problems Sin Problemas),Medical History
"('q5h_pat_aunt4_drugs___0', 'baseline_year_1_arm_1')_1.0",paternal aunt TÃ­a paterna  (4) (No Problems Sin Problemas),Medical History
"('q5i_mat_uncle1_drugs___0', 'baseline_year_1_arm_1')_0.0",maternal uncle TÃ­o materno (1) (No Problems Sin Problemas),Medical History
"('q5i_mat_uncle1_drugs___0', 'baseline_year_1_arm_1')_1.0",maternal uncle TÃ­o materno (1) (No Problems Sin Problemas),Medical History
"('q5i_mat_uncle1_drugs___1', 'baseline_year_1_arm_1')_0.0",maternal uncle TÃ­o materno (1) (Marital Matrimonial),Medical History
"('q5i_mat_uncle1_drugs___1', 'baseline_year_1_arm_1')_1.0",maternal uncle TÃ­o materno (1) (Marital Matrimonial),Medical History
"('q5i_mat_uncle1_drugs___2', 'baseline_year_1_arm_1')_0.0",maternal uncle TÃ­o materno (1) (Work Laboral),Medical History
"('q5i_mat_uncle1_drugs___2', 'baseline_year_1_arm_1')_1.0",maternal uncle TÃ­o materno (1) (Work Laboral),Medical History
"('q5i_mat_uncle1_drugs___3', 'baseline_year_1_arm_1')_0.0",maternal uncle TÃ­o materno (1) (Arrests/DUI Arrestos/DUI),Medical History
"('q5i_mat_uncle1_drugs___3', 'baseline_year_1_arm_1')_1.0",maternal uncle TÃ­o materno (1) (Arrests/DUI Arrestos/DUI),Medical History
"('q5i_mat_uncle1_drugs___7', 'baseline_year_1_arm_1')_0.0",maternal uncle TÃ­o materno (1) (Health Salud),Medical History
"('q5i_mat_uncle1_drugs___7', 'baseline_year_1_arm_1')_1.0",maternal uncle TÃ­o materno (1) (Health Salud),Medical History
"('q5i_mat_uncle1_drugs___4', 'baseline_year_1_arm_1')_0.0",maternal uncle TÃ­o materno (1) (Drug treatment program Programas por el uso de drogas),Medical History
"('q5i_mat_uncle1_drugs___4', 'baseline_year_1_arm_1')_1.0",maternal uncle TÃ­o materno (1) (Drug treatment program Programas por el uso de drogas),Medical History
"('q5i_mat_uncle1_drugs___5', 'baseline_year_1_arm_1')_0.0",maternal uncle TÃ­o materno (1) (School Escolares),Medical History
"('q5i_mat_uncle1_drugs___5', 'baseline_year_1_arm_1')_1.0",maternal uncle TÃ­o materno (1) (School Escolares),Medical History
"('q5i_mat_uncle1_drugs___6', 'baseline_year_1_arm_1')_0.0","maternal uncle TÃ­o materno (1) (Isolated self,  arguments,  was high a lot Se aÃ­slo de la familia,  Discusiones,  drogado/a con frecuencia)",Medical History
"('q5i_mat_uncle1_drugs___6', 'baseline_year_1_arm_1')_1.0","maternal uncle TÃ­o materno (1) (Isolated self,  arguments,  was high a lot Se aÃ­slo de la familia,  Discusiones,  drogado/a con frecuencia)",Medical History
"('q5i_mat_uncle2_drugs___0', 'baseline_year_1_arm_1')_0.0",maternal uncle TÃ­o materno (2) (No Problems Sin Problemas),Medical History
"('q5i_mat_uncle2_drugs___0', 'baseline_year_1_arm_1')_1.0",maternal uncle TÃ­o materno (2) (No Problems Sin Problemas),Medical History
"('q5i_mat_uncle3_drugs___0', 'baseline_year_1_arm_1')_0.0",maternal uncle TÃ­o materno (3) (No Problems Sin Problemas),Medical History
"('q5i_mat_uncle3_drugs___0', 'baseline_year_1_arm_1')_1.0",maternal uncle TÃ­o materno (3) (No Problems Sin Problemas),Medical History
"('q5i_mat_uncle4_drugs___0', 'baseline_year_1_arm_1')_0.0",maternal uncle TÃ­o materno (4) (No Problems Sin Problemas),Medical History
"('q5i_mat_uncle4_drugs___0', 'baseline_year_1_arm_1')_1.0",maternal uncle TÃ­o materno (4) (No Problems Sin Problemas),Medical History
"('q5j_mat_aunt1_drugs___0', 'baseline_year_1_arm_1')_0.0",maternal aunt TÃ­a materna (1) (No Problems Sin Problemas),Medical History
"('q5j_mat_aunt1_drugs___0', 'baseline_year_1_arm_1')_1.0",maternal aunt TÃ­a materna (1) (No Problems Sin Problemas),Medical History
"('q5j_mat_aunt1_drugs___2', 'baseline_year_1_arm_1')_0.0",maternal aunt TÃ­a materna (1) (Work Laboral),Medical History
"('q5j_mat_aunt1_drugs___2', 'baseline_year_1_arm_1')_1.0",maternal aunt TÃ­a materna (1) (Work Laboral),Medical History
"('q5j_mat_aunt1_drugs___3', 'baseline_year_1_arm_1')_0.0",maternal aunt TÃ­a materna (1) (Arrests/DUI Arrestos/DUI),Medical History
"('q5j_mat_aunt1_drugs___3', 'baseline_year_1_arm_1')_1.0",maternal aunt TÃ­a materna (1) (Arrests/DUI Arrestos/DUI),Medical History
"('q5j_mat_aunt1_drugs___7', 'baseline_year_1_arm_1')_0.0",maternal aunt TÃ­a materna (1) (Health Salud),Medical History
"('q5j_mat_aunt1_drugs___7', 'baseline_year_1_arm_1')_1.0",maternal aunt TÃ­a materna (1) (Health Salud),Medical History
"('q5j_mat_aunt1_drugs___4', 'baseline_year_1_arm_1')_0.0",maternal aunt TÃ­a materna (1) (Drug treatment program Programas por el uso de drogas),Medical History
"('q5j_mat_aunt1_drugs___4', 'baseline_year_1_arm_1')_1.0",maternal aunt TÃ­a materna (1) (Drug treatment program Programas por el uso de drogas),Medical History
"('q5j_mat_aunt1_drugs___6', 'baseline_year_1_arm_1')_0.0","maternal aunt TÃ­a materna (1) (Isolated self,  arguments,  was high a lot Se aÃ­slo de la familia,  Discusiones,  drogado/a con frecuencia)",Medical History
"('q5j_mat_aunt1_drugs___6', 'baseline_year_1_arm_1')_1.0","maternal aunt TÃ­a materna (1) (Isolated self,  arguments,  was high a lot Se aÃ­slo de la familia,  Discusiones,  drogado/a con frecuencia)",Medical History
"('q5j_mat_aunt2_drugs___0', 'baseline_year_1_arm_1')_0.0",maternal aunt TÃ­a materna (2) (No Problems Sin Problemas),Medical History
"('q5j_mat_aunt2_drugs___0', 'baseline_year_1_arm_1')_1.0",maternal aunt TÃ­a materna (2) (No Problems Sin Problemas),Medical History
"('q5j_mat_aunt3_drugs___0', 'baseline_year_1_arm_1')_0.0",maternal aunt TÃ­a materna (3) (No Problems Sin Problemas),Medical History
"('q5j_mat_aunt3_drugs___0', 'baseline_year_1_arm_1')_1.0",maternal aunt TÃ­a materna (3) (No Problems Sin Problemas),Medical History
"('q5j_mat_aunt4_drugs___0', 'baseline_year_1_arm_1')_0.0",maternal aunt TÃ­a materna (4) (No Problems Sin Problemas),Medical History
"('q5j_mat_aunt4_drugs___0', 'baseline_year_1_arm_1')_1.0",maternal aunt TÃ­a materna (4) (No Problems Sin Problemas),Medical History
"('q5k_full_sib_young1_drugs___0', 'baseline_year_1_arm_1')_0.0",full sibling-younger Hermano(a) de doble vÃ­nculo- menor (1) (No Problems Sin Problemas),Medical History
"('q5k_full_sib_young1_drugs___0', 'baseline_year_1_arm_1')_1.0",full sibling-younger Hermano(a) de doble vÃ­nculo- menor (1) (No Problems Sin Problemas),Medical History
"('q5k_full_sib_young2_drugs___0', 'baseline_year_1_arm_1')_0.0",full sibling-younger Hermano(a) de doble vÃ­nculo- menor (2) (No Problems Sin Problemas),Medical History
"('q5k_full_sib_young2_drugs___0', 'baseline_year_1_arm_1')_1.0",full sibling-younger Hermano(a) de doble vÃ­nculo- menor (2) (No Problems Sin Problemas),Medical History
"('q5k_full_sib_young3_drugs___0', 'baseline_year_1_arm_1')_0.0",full sibling-younger Hermano(a) de doble vÃ­nculo- menor (3) (No Problems Sin Problemas),Medical History
"('q5k_full_sib_young3_drugs___0', 'baseline_year_1_arm_1')_1.0",full sibling-younger Hermano(a) de doble vÃ­nculo- menor (3) (No Problems Sin Problemas),Medical History
"('q5l_full_sib_old1_drugs___0', 'baseline_year_1_arm_1')_0.0",full sibling-older Hermano(a) de doble vÃ­nculo- mayor (1) (No Problems Sin Problemas),Medical History
"('q5l_full_sib_old1_drugs___0', 'baseline_year_1_arm_1')_1.0",full sibling-older Hermano(a) de doble vÃ­nculo- mayor (1) (No Problems Sin Problemas),Medical History
"('q5l_full_sib_old2_drugs___0', 'baseline_year_1_arm_1')_0.0",full sibling-older Hermano(a) de doble vÃ­nculo- mayor (2) (No Problems Sin Problemas),Medical History
"('q5l_full_sib_old2_drugs___0', 'baseline_year_1_arm_1')_1.0",full sibling-older Hermano(a) de doble vÃ­nculo- mayor (2) (No Problems Sin Problemas),Medical History
"('q5l_full_sib_old3_drugs___0', 'baseline_year_1_arm_1')_0.0",full sibling-older Hermano(a) de doble vÃ­nculo- mayor (3) (No Problems Sin Problemas),Medical History
"('q5l_full_sib_old3_drugs___0', 'baseline_year_1_arm_1')_1.0",full sibling-older Hermano(a) de doble vÃ­nculo- mayor (3) (No Problems Sin Problemas),Medical History
"('q5m_half_sib_young1_drugs___0', 'baseline_year_1_arm_1')_0.0",half sibling-younger Medio hermano(a)- menor (1) (No Problems Sin Problemas),Medical History
"('q5m_half_sib_young1_drugs___0', 'baseline_year_1_arm_1')_1.0",half sibling-younger Medio hermano(a)- menor (1) (No Problems Sin Problemas),Medical History
"('q5m_half_sib_young2_drugs___0', 'baseline_year_1_arm_1')_0.0",half sibling-younger Medio hermano(a)- menor  (2) (No Problems Sin Problemas),Medical History
"('q5m_half_sib_young2_drugs___0', 'baseline_year_1_arm_1')_1.0",half sibling-younger Medio hermano(a)- menor  (2) (No Problems Sin Problemas),Medical History
"('q5m_half_sib_young3_drugs___0', 'baseline_year_1_arm_1')_0.0",half sibling-younger Medio hermano(a)- menor (3) (No Problems Sin Problemas),Medical History
"('q5m_half_sib_young3_drugs___0', 'baseline_year_1_arm_1')_1.0",half sibling-younger Medio hermano(a)- menor (3) (No Problems Sin Problemas),Medical History
"('q5n_half_sib_old1_drugs___0', 'baseline_year_1_arm_1')_0.0",half sibling-older Medio Hermano(a)- mayor  (1) (No Problems Sin Problemas),Medical History
"('q5n_half_sib_old1_drugs___0', 'baseline_year_1_arm_1')_1.0",half sibling-older Medio Hermano(a)- mayor  (1) (No Problems Sin Problemas),Medical History
"('q5n_half_sib_old2_drugs___0', 'baseline_year_1_arm_1')_0.0",half sibling-older Medio Hermano(a)- mayor  (2) (No Problems Sin Problemas),Medical History
"('q5n_half_sib_old2_drugs___0', 'baseline_year_1_arm_1')_1.0",half sibling-older Medio Hermano(a)- mayor  (2) (No Problems Sin Problemas),Medical History
"('q5n_half_sib_old3_drugs___0', 'baseline_year_1_arm_1')_0.0",half sibling-older Medio Hermano(a)- mayor  (3) (No Problems Sin Problemas),Medical History
"('q5n_half_sib_old3_drugs___0', 'baseline_year_1_arm_1')_1.0",half sibling-older Medio Hermano(a)- mayor  (3) (No Problems Sin Problemas),Medical History
"('q5n_half_sib_old4_drugs___0', 'baseline_year_1_arm_1')_0.0",half sibling-older Medio Hermano(a)- mayor  (4) (No Problems Sin Problemas),Medical History
"('q5n_half_sib_old4_drugs___0', 'baseline_year_1_arm_1')_1.0",half sibling-older Medio Hermano(a)- mayor  (4) (No Problems Sin Problemas),Medical History
"('q5m_full_sib_same1_drugs___0', 'baseline_year_1_arm_1')_0.0",full sibling-same age Hermano(a) de doble vÃ­nculo- con la misma edad   (1) (No Problems Sin Problemas),Medical History
"('q5m_full_sib_same1_drugs___0', 'baseline_year_1_arm_1')_1.0",full sibling-same age Hermano(a) de doble vÃ­nculo- con la misma edad   (1) (No Problems Sin Problemas),Medical History
"('fam_history_6_yes_no', 'baseline_year_1_arm_1')_0.0","6. Has ANY blood relative of your child ever suffered from depression, that is, have they felt so low for a period of at least two weeks that they hardly ate or slept or couldn't work or do whatever they usually do? ¿ALGÚN pariente consanguíneo de su niño(a) alguna vez ha sufrido depresión? Es decir, ¿se ha sentido tan decaído por un período de al menos dos semanas en el que apenas comía, dormía o no podía trabajar o hacer lo que normalmente haría?",Medical History
"('fam_history_6_yes_no', 'baseline_year_1_arm_1')_1.0","6. Has ANY blood relative of your child ever suffered from depression, that is, have they felt so low for a period of at least two weeks that they hardly ate or slept or couldn't work or do whatever they usually do? ¿ALGÚN pariente consanguíneo de su niño(a) alguna vez ha sufrido depresión? Es decir, ¿se ha sentido tan decaído por un período de al menos dos semanas en el que apenas comía, dormía o no podía trabajar o hacer lo que normalmente haría?",Medical History
