,Latent_Dim42,category,description
"('scrtime_p_select_lang___1', '1_year_follow_up_y_arm_1')_0.0",0.0,Deep Phenotyping Assessments,"¿Español? (1, Sí)"
"('sai_ss_read_hours_2_p_l', '1_year_follow_up_y_arm_1')_10.0",0.0,Extracurricular,Reading    About how many hours per week does your child spend reading for pleasure?
"('sai_ss_read_hours_2_p_l', '1_year_follow_up_y_arm_1')_9.0",0.0,Extracurricular,Reading    About how many hours per week does your child spend reading for pleasure?
"('sai_ss_read_hours_2_p_l', '1_year_follow_up_y_arm_1')_8.0",0.0,Extracurricular,Reading    About how many hours per week does your child spend reading for pleasure?
"('sai_ss_read_hours_2_p_l', '1_year_follow_up_y_arm_1')_6.0",0.0,Extracurricular,Reading    About how many hours per week does your child spend reading for pleasure?
"('sai_ss_drama_perwk_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Drama, Theater, Acting, Film
About how many days per week?"
"('sai_ss_drama_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Drama, Theater, Acting, Film
About how many days per week?"
"('sai_ss_drama_nmonth_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Drama, Theater, Acting, Film. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_vball_tspent_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Volleyball
About how many minutes per session?"
"('sai_ss_music_nmonth_p_l', '1_year_follow_up_y_arm_1')_12.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…). Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p_l', '1_year_follow_up_y_arm_1')_11.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…). Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p_l', '1_year_follow_up_y_arm_1')_10.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…). Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p_l', '1_year_follow_up_y_arm_1')_9.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…). Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p_l', '1_year_follow_up_y_arm_1')_8.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…). Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p_l', '1_year_follow_up_y_arm_1')_7.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…). Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p_l', '1_year_follow_up_y_arm_1')_6.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…). Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…). Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…). Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…). Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_music_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…). Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_yoga_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Yoga, Tai Chi
About how many minutes per session?"
"('sai_ss_yoga_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Yoga, Tai Chi
About how many days per week?"
"('sai_ss_yoga_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Yoga, Tai Chi. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_vball_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Volleyball
About how many minutes per session?"
"('sai_ss_music_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…)
About how many days per week?"
"('sai_ss_vball_perwk_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Volleyball
About how many days per week?"
"('sai_ss_vball_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Volleyball
About how many days per week?"
"('sai_ss_vball_nmonth_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Volleyball. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_vball_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Volleyball. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_mma_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Wresting, Mixed Martial Arts
About how many minutes per session?"
"('sai_ss_mma_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Wresting, Mixed Martial Arts
About how many days per week?"
"('sai_ss_mma_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Wresting, Mixed Martial Arts. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_run_tspent_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Track, Running, Cross-country
About how many minutes per session?"
"('sai_ss_run_tspent_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Track, Running, Cross-country
About how many minutes per session?"
"('sai_ss_run_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Track, Running, Cross-country
About how many minutes per session?"
"('sai_ss_run_perwk_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Track, Running, Cross-country
About how many days per week?"
"('sai_ss_run_perwk_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Track, Running, Cross-country
About how many days per week?"
"('sai_ss_run_perwk_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Track, Running, Cross-country
About how many days per week?"
"('sai_ss_run_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Track, Running, Cross-country
About how many days per week?"
"('sai_ss_music_nmonth_p_l', '1_year_follow_up_y_arm_1')_13.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…). Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_music_perwk_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…)
About how many days per week?"
"('sai_ss_drama_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Drama, Theater, Acting, Film. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_art_nmonth_p_l', '1_year_follow_up_y_arm_1')_12.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_art_tspent_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting
About how many minutes per session?"
"('sai_ss_art_tspent_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting
About how many minutes per session?"
"('sai_ss_art_tspent_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting
About how many minutes per session?"
"('sai_ss_art_tspent_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting
About how many minutes per session?"
"('sai_ss_art_tspent_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting
About how many minutes per session?"
"('sai_ss_art_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting
About how many minutes per session?"
"('sai_ss_art_perwk_p_l', '1_year_follow_up_y_arm_1')_7.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting
About how many days per week?"
"('sai_ss_art_perwk_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting
About how many days per week?"
"('sai_ss_art_perwk_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting
About how many days per week?"
"('sai_ss_art_perwk_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting
About how many days per week?"
"('sai_ss_art_perwk_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting
About how many days per week?"
"('sai_ss_art_perwk_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting
About how many days per week?"
"('sai_ss_art_perwk_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting
About how many days per week?"
"('sai_ss_art_nmonth_p_l', '1_year_follow_up_y_arm_1')_13.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_art_nmonth_p_l', '1_year_follow_up_y_arm_1')_9.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_music_perwk_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…)
About how many days per week?"
"('sai_ss_art_nmonth_p_l', '1_year_follow_up_y_arm_1')_6.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_art_nmonth_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_art_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_music_tspent_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…)
About how many minutes per session?"
"('sai_ss_music_tspent_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…)
About how many minutes per session?"
"('sai_ss_music_tspent_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…)
About how many minutes per session?"
"('sai_ss_music_tspent_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…)
About how many minutes per session?"
"('sai_ss_music_tspent_p_l', '1_year_follow_up_y_arm_1')_1.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…)
About how many minutes per session?"
"('sai_ss_music_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…)
About how many minutes per session?"
"('sai_ss_music_perwk_p_l', '1_year_follow_up_y_arm_1')_7.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…)
About how many days per week?"
"('sai_ss_music_perwk_p_l', '1_year_follow_up_y_arm_1')_6.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…)
About how many days per week?"
"('sai_ss_music_perwk_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…)
About how many days per week?"
"('sai_ss_music_perwk_p_l', '1_year_follow_up_y_arm_1')_4.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…)
About how many days per week?"
"('sai_ss_music_perwk_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…)
About how many days per week?"
"('sai_ss_base_nmonth_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0,Extracurricular,"Baseball, Softball. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_base_nmonth_p_l', '1_year_follow_up_y_arm_1')_2.0",0.0,Extracurricular,"Baseball, Softball. Since we last saw you, about how many months per year did your child participate?"
"('sai_ss_dance_tspent_p_l', '1_year_follow_up_y_arm_1')_6.0",0.0,Extracurricular,"Ballet, Dance
About how many minutes per session?"
"('upps19_y', 'baseline_year_1_arm_1')_3.0",0.0,Impulsivity,I tend to get things done on time.
"('upps18_y', 'baseline_year_1_arm_1')_1.0",0.0,Impulsivity,"I like new, thrilling things, even if they are a little scary."
"('upps18_y', 'baseline_year_1_arm_1')_2.0",0.0,Impulsivity,"I like new, thrilling things, even if they are a little scary."
"('upps18_y', 'baseline_year_1_arm_1')_3.0",0.0,Impulsivity,"I like new, thrilling things, even if they are a little scary."
"('upps18_y', 'baseline_year_1_arm_1')_4.0",0.0,Impulsivity,"I like new, thrilling things, even if they are a little scary."
"('upps19_y', 'baseline_year_1_arm_1')_1.0",0.0,Impulsivity,I tend to get things done on time.
"('upps19_y', 'baseline_year_1_arm_1')_2.0",0.0,Impulsivity,I tend to get things done on time.
"('upps19_y', 'baseline_year_1_arm_1')_4.0",0.0,Impulsivity,I tend to get things done on time.
"('sai_ss_dance_tspent_p_l', '1_year_follow_up_y_arm_1')_5.0",0.0,Extracurricular,"Ballet, Dance
About how many minutes per session?"
"('upps20_y', 'baseline_year_1_arm_1')_1.0",0.0,Impulsivity,"When I feel rejected, I often say things that I later regret."
"('upps20_y', 'baseline_year_1_arm_1')_2.0",0.0,Impulsivity,"When I feel rejected, I often say things that I later regret."
"('upps20_y', 'baseline_year_1_arm_1')_3.0",0.0,Impulsivity,"When I feel rejected, I often say things that I later regret."
"('upps20_y', 'baseline_year_1_arm_1')_4.0",0.0,Impulsivity,"When I feel rejected, I often say things that I later regret."
"('upps21_y', 'baseline_year_1_arm_1')_1.0",0.0,Impulsivity,I would like to learn to fly an airplane.
"('upps21_y', 'baseline_year_1_arm_1')_2.0",0.0,Impulsivity,I would like to learn to fly an airplane.
"('upps17_y', 'baseline_year_1_arm_1')_4.0",0.0,Impulsivity,When I am upset I often act without thinking.
"('upps17_y', 'baseline_year_1_arm_1')_3.0",0.0,Impulsivity,When I am upset I often act without thinking.
"('upps17_y', 'baseline_year_1_arm_1')_2.0",0.0,Impulsivity,When I am upset I often act without thinking.
"('upps17_y', 'baseline_year_1_arm_1')_1.0",0.0,Impulsivity,When I am upset I often act without thinking.
"('upps16_y', 'baseline_year_1_arm_1')_4.0",0.0,Impulsivity,I try to take a careful approach to things.
"('upps16_y', 'baseline_year_1_arm_1')_3.0",0.0,Impulsivity,I try to take a careful approach to things.
"('upps16_y', 'baseline_year_1_arm_1')_2.0",0.0,Impulsivity,I try to take a careful approach to things.
"('upps16_y', 'baseline_year_1_arm_1')_1.0",0.0,Impulsivity,I try to take a careful approach to things.
